Date,Open,Close,Low,High,Volume
2015-01-01,1968.95,1974.4,1956.9,1982.0,500691
2015-01-02,1972.0,2013.2,1972.0,2019.05,1694580
2015-01-05,2009.9,1995.9,1977.5,2030.0,2484256
2015-01-06,1980.0,1954.2,1934.1,1985.0,2416829
2015-01-07,1965.0,1963.55,1950.0,1974.75,1812479
2015-01-08,1985.6,1973.45,1950.0,1997.0,3391230
2015-01-09,1980.1,2074.45,1913.05,2109.0,11215832
2015-01-12,2092.0,2115.95,2075.0,2119.2,3189722
2015-01-13,2107.8,2088.9,2075.0,2107.8,2200309
2015-01-14,2098.5,2128.65,2092.6,2133.0,2480315
2015-01-15,2135.2,2134.25,2112.25,2152.8,2085613
2015-01-16,2148.0,2118.3,2112.0,2160.0,1672740
2015-01-19,2120.0,2102.5,2094.6,2132.35,1021936
2015-01-20,2107.0,2124.2,2101.45,2133.0,1701126
2015-01-21,2131.5,2169.9,2118.0,2175.95,2123727
2015-01-22,2174.8,2196.45,2161.3,2203.0,2489599
2015-01-23,2200.0,2215.05,2165.1,2225.0,2371582
2015-01-27,2221.0,2136.5,2130.1,2221.0,3434992
2015-01-28,2150.0,2144.55,2130.3,2154.8,3283589
2015-01-29,2145.0,2145.5,2127.6,2149.9,3842356
2015-01-30,2161.5,2141.9,2126.95,2162.55,2708436
2015-02-02,2141.5,2136.85,2126.05,2152.0,2175635
2015-02-03,2136.85,2120.9,2102.0,2139.95,1316489
2015-02-04,2139.9,2142.85,2126.4,2150.0,1290004
2015-02-05,2150.8,2193.8,2148.0,2220.0,2968984
2015-02-06,2205.0,2230.5,2188.5,2247.8,1863432
2015-02-09,2200.0,2248.9,2200.0,2254.0,1634217
2015-02-10,2243.0,2278.3,2241.0,2298.0,2129230
2015-02-11,2280.5,2284.85,2256.25,2293.2,1449243
2015-02-12,2283.0,2311.2,2273.0,2321.95,1571884
2015-02-13,2299.6,2296.1,2286.0,2326.7,1414379
2015-02-16,2280.3,2278.75,2265.25,2306.9,1561069
2015-02-18,2290.55,2296.5,2258.15,2304.95,2153441
2015-02-19,2294.0,2324.7,2292.05,2334.0,2418406
2015-02-20,2328.5,2283.1,2276.9,2336.0,1742907
2015-02-23,2300.0,2265.6,2248.1,2309.2,1272622
2015-02-24,2279.0,2272.8,2257.6,2295.95,1609419
2015-02-25,2288.9,2317.6,2280.0,2334.8,1511243
2015-02-26,2307.5,2258.1,2245.4,2309.0,1611444
2015-02-27,2274.9,2265.75,2251.5,2280.65,1950269
2015-02-28,2274.75,2296.45,2256.2,2307.9,799334
2015-03-02,2303.0,2291.7,2278.05,2308.5,1760248
2015-03-03,2290.0,2297.85,2278.3,2302.95,1226388
2015-03-04,2300.0,2274.65,2251.9,2313.9,1093807
2015-03-05,2267.05,2247.6,2233.35,2298.75,1421229
2015-03-09,2259.0,2190.05,2179.0,2259.0,1996180
2015-03-10,2198.1,2198.0,2160.2,2206.95,1582479
2015-03-11,2194.1,2182.2,2169.1,2240.0,1695228
2015-03-12,2179.0,2218.3,2177.0,2226.45,1422141
2015-03-13,2225.0,2220.4,2192.4,2230.0,1544921
2015-03-16,2210.55,2266.65,2210.55,2282.0,1704658
2015-03-17,2266.65,2240.5,2217.25,2279.5,1384828
2015-03-18,2254.5,2229.5,2222.55,2262.85,1226391
2015-03-19,2234.6,2230.45,2222.75,2249.0,1722935
2015-03-20,2241.0,2257.45,2232.95,2268.9,1607724
2015-03-23,2253.0,2233.45,2225.5,2275.0,1269675
2015-03-24,2234.9,2211.45,2206.0,2253.4,1684133
2015-03-25,2222.9,2219.1,2200.75,2229.15,1542742
2015-03-26,2208.0,2146.35,2132.0,2214.9,3935210
2015-03-27,2164.0,2202.15,2163.0,2224.7,2518555
2015-03-30,2205.6,2228.0,2194.9,2240.0,1155772
2015-03-31,2245.0,2218.35,2204.35,2273.65,2004103
2015-04-01,2198.9,2173.95,2157.7,2199.5,1684622
2015-04-06,2179.0,2178.2,2160.4,2184.7,1935438
2015-04-07,2175.0,2159.5,2138.0,2182.8,2135567
2015-04-08,2182.5,2200.55,2173.05,2204.9,2546394
2015-04-09,2211.4,2215.0,2184.4,2218.9,2645387
2015-04-10,2210.2,2233.95,2210.2,2238.0,1780944
2015-04-13,2238.0,2238.8,2216.1,2244.0,1218084
2015-04-15,2236.5,2213.7,2195.05,2245.0,1559446
2015-04-16,2222.0,2194.65,2160.5,2231.0,2251953
2015-04-17,2180.05,2179.25,2153.45,2194.95,1612579
2015-04-20,2176.0,2132.15,2115.15,2180.0,3206346
2015-04-21,2148.0,2142.6,2120.1,2155.1,2220412
2015-04-22,2151.05,2137.7,2097.95,2155.0,3087746
2015-04-23,2148.7,2122.0,2112.0,2150.0,2972950
2015-04-24,2135.9,1995.2,1980.0,2150.2,10891363
2015-04-27,2000.0,1984.65,1948.1,2002.0,4955660
2015-04-28,1982.0,1960.9,1952.0,1982.0,2598375
2015-04-29,1960.9,1961.15,1937.95,1972.0,2072264
2015-04-30,1960.0,1942.25,1932.3,1965.0,3283565
2015-05-04,1959.5,1993.1,1949.9,2000.0,3340398
2015-05-05,2000.0,1962.75,1952.05,2003.7,2352129
2015-05-06,1975.0,1922.05,1915.3,1975.0,2627102
2015-05-07,1922.0,1944.0,1910.0,1967.1,1694996
2015-05-08,1958.0,1957.95,1945.25,1967.55,1444419
2015-05-11,1965.0,1993.65,1952.2,2000.0,1196378
2015-05-12,1993.65,1947.1,1942.0,1994.6,2071223
2015-05-13,1951.75,1956.7,1928.5,1964.9,1774771
2015-05-14,1960.0,1934.8,1908.0,1960.8,1558461
2015-05-15,1935.0,1961.75,1932.3,1966.6,1297336
2015-05-18,1970.0,1993.05,1961.6,1998.9,1617494
2015-05-19,1987.3,2022.35,1986.0,2035.7,2568019
2015-05-20,2040.0,2047.3,2033.6,2052.0,1470547
2015-05-21,2048.9,2048.45,2037.25,2061.9,2514828
2015-05-22,2044.0,2046.45,2030.1,2051.55,1722206
2015-05-25,2050.5,2016.8,2007.05,2056.55,1168952
2015-05-26,2020.0,2007.3,2002.15,2031.45,991260
2015-05-27,2007.0,1968.5,1955.0,2009.0,2113677
2015-05-28,1975.2,2016.6,1975.2,2032.0,2745135
2015-05-29,2004.85,2023.15,2001.0,2056.45,4748261
2015-06-01,2032.8,2047.8,2023.25,2064.0,1431223
2015-06-02,2048.1,2008.65,2005.0,2055.1,1168285
2015-06-03,2018.2,2020.9,2008.0,2039.45,1373949
2015-06-04,2030.0,2028.05,2012.6,2055.0,1872366
2015-06-05,2030.0,2011.65,2008.15,2044.0,1531447
2015-06-08,2020.0,2000.05,1987.0,2024.65,1535262
2015-06-09,2003.75,1992.1,1983.0,2007.65,1890435
2015-06-10,1990.0,2026.5,1985.0,2039.35,1596460
2015-06-11,2035.95,1997.65,1995.05,2044.75,2307366
2015-06-12,2005.0,1975.05,1955.5,2025.55,2463231
2015-06-15,976.95,990.45,968.0,998.8,2618213
2015-06-16,994.35,999.35,985.0,1003.0,2611722
2015-06-17,1011.0,995.7,992.2,1021.0,3206034
2015-06-18,1005.6,1001.95,995.8,1007.95,1737213
2015-06-19,1010.3,995.35,993.1,1010.4,3335229
2015-06-22,1004.9,1023.85,997.0,1028.75,2855434
2015-06-23,1025.0,1000.4,998.15,1027.4,3476058
2015-06-24,1015.0,995.1,991.2,1015.0,3536847
2015-06-25,999.2,990.45,987.65,1003.5,3558733
2015-06-26,999.0,1005.25,998.1,1011.6,2660142
2015-06-29,987.0,990.15,982.5,999.5,2845334
2015-06-30,990.0,984.35,980.0,993.45,3106265
2015-07-01,989.0,997.4,986.0,1005.0,3440426
2015-07-02,999.0,988.0,985.05,1001.4,2003784
2015-07-03,988.0,990.3,982.0,993.0,1347653
2015-07-06,985.0,983.3,975.0,988.0,2152801
2015-07-07,985.0,980.5,979.0,990.0,1748709
2015-07-08,979.0,957.5,954.8,979.0,3512089
2015-07-09,957.5,938.0,934.05,966.0,4293886
2015-07-10,948.1,937.5,932.65,952.1,3705761
2015-07-13,941.0,950.15,934.05,955.0,3265884
2015-07-14,955.0,971.25,945.5,973.5,2683537
2015-07-15,970.0,984.0,968.0,985.95,2064783
2015-07-16,987.7,989.05,979.5,991.5,1736469
2015-07-17,991.0,1001.85,989.1,1004.5,1723989
2015-07-20,1001.4,1001.25,987.4,1010.8,2188590
2015-07-21,1035.0,1112.65,1035.0,1149.0,19155056
2015-07-22,1105.0,1103.15,1076.65,1112.0,6332830
2015-07-23,1103.95,1098.0,1090.0,1117.0,3855374
2015-07-24,1095.55,1087.6,1083.1,1106.45,2240151
2015-07-27,1086.9,1065.3,1060.45,1087.95,3376122
2015-07-28,1068.5,1062.85,1054.25,1076.0,4238301
2015-07-29,1074.0,1085.4,1065.0,1092.0,3535667
2015-07-30,1090.0,1070.0,1058.0,1090.0,5978299
2015-07-31,1078.55,1077.05,1060.0,1081.35,3965506
2015-08-03,1078.0,1078.95,1068.95,1092.0,3980506
2015-08-04,1078.0,1057.25,1051.0,1078.95,4549527
2015-08-05,1062.0,1086.35,1061.95,1090.0,2376738
2015-08-06,1094.0,1086.95,1077.0,1105.5,3619126
2015-08-07,1079.5,1095.6,1078.5,1101.0,2494029
2015-08-10,1098.0,1086.0,1067.0,1106.35,1996377
2015-08-11,1098.8,1109.15,1095.7,1116.9,3787203
2015-08-12,1115.0,1144.4,1111.0,1149.0,5084220
2015-08-13,1147.0,1158.0,1055.55,1166.85,4893980
2015-08-14,1165.0,1149.25,1143.1,1168.7,2554533
2015-08-17,1150.0,1142.15,1122.5,1153.45,1553718
2015-08-18,1150.0,1164.35,1150.0,1177.7,2075223
2015-08-19,1170.0,1175.55,1162.8,1186.2,3434759
2015-08-20,1159.0,1134.55,1128.0,1168.5,4184557
2015-08-21,1140.9,1149.9,1117.5,1160.95,5411071
2015-08-24,1109.95,1092.05,1078.6,1123.0,7061342
2015-08-25,1100.0,1085.65,1044.5,1119.0,6867539
2015-08-26,1089.8,1064.6,1059.0,1097.0,5749106
2015-08-27,1088.0,1082.8,1078.05,1100.1,7671696
2015-08-28,1101.6,1111.05,1101.6,1124.9,3604410
2015-08-31,1134.85,1094.4,1082.5,1134.85,4958532
2015-09-01,1090.0,1089.0,1082.0,1114.6,4535775
2015-09-02,1098.0,1099.45,1090.0,1115.0,5585915
2015-09-03,1110.15,1099.35,1092.5,1112.0,4295268
2015-09-04,1103.0,1073.95,1067.0,1111.0,3659444
2015-09-07,1084.95,1058.75,1055.0,1085.0,2590494
2015-09-08,1062.0,1058.8,1052.3,1074.0,2729748
2015-09-09,1087.1,1088.7,1072.0,1099.6,4574332
2015-09-10,1084.9,1080.45,1061.0,1091.5,4181502
2015-09-11,1091.55,1090.75,1085.5,1106.4,4941905
2015-09-14,1099.0,1099.75,1082.65,1104.0,3278538
2015-09-15,1099.4,1099.2,1088.15,1103.2,2645943
2015-09-16,1108.0,1101.65,1098.3,1109.75,3739120
2015-09-18,1111.8,1104.45,1099.05,1117.9,5788438
2015-09-21,1100.0,1104.65,1092.5,1108.85,2175617
2015-09-22,1115.0,1107.45,1101.1,1135.95,4813493
2015-09-23,1107.45,1116.25,1097.45,1126.35,2379127
2015-09-24,1113.5,1140.55,1110.0,1152.7,6699631
2015-09-28,1139.95,1105.55,1101.0,1142.85,4894232
2015-09-29,1102.0,1121.85,1097.5,1133.4,4349685
2015-09-30,1134.4,1161.95,1125.95,1168.95,4747846
2015-10-01,1169.9,1173.05,1160.0,1197.75,5432197
2015-10-05,1173.0,1181.75,1162.0,1189.35,3440880
2015-10-06,1187.05,1154.6,1148.1,1192.55,4355940
2015-10-07,1156.0,1133.2,1128.45,1168.75,4591244
2015-10-08,1136.4,1132.15,1126.05,1149.6,4540437
2015-10-09,1136.0,1167.4,1136.0,1172.9,5891069
2015-10-12,1199.0,1122.9,1109.0,1219.8,15202485
2015-10-13,1107.45,1099.4,1085.2,1111.0,7663431
2015-10-14,1091.45,1097.6,1087.2,1115.55,4432755
2015-10-15,1099.9,1097.35,1089.1,1104.35,4127833
2015-10-16,1099.0,1094.9,1090.0,1101.4,3209496
2015-10-19,1102.0,1111.95,1100.5,1116.0,3673747
2015-10-20,1113.0,1125.95,1110.6,1130.0,4394155
2015-10-21,1125.0,1138.4,1125.0,1146.85,3639049
2015-10-23,1141.8,1149.9,1125.1,1153.0,3016681
2015-10-26,1154.0,1152.15,1143.15,1158.5,1597971
2015-10-27,1150.0,1149.4,1144.1,1155.0,2631874
2015-10-28,1144.5,1153.2,1139.0,1158.0,2627736
2015-10-29,1153.1,1145.05,1136.05,1155.9,2943662
2015-10-30,1145.0,1135.45,1130.0,1145.0,2022338
2015-11-02,1130.0,1131.2,1114.1,1135.8,1772494
2015-11-03,1133.4,1145.5,1133.4,1150.45,1807341
2015-11-04,1150.1,1136.8,1132.3,1157.6,1602786
2015-11-05,1142.95,1122.9,1119.4,1145.0,1172653
2015-11-06,1123.0,1138.3,1122.9,1143.9,1513086
2015-11-09,1120.0,1134.6,1115.2,1140.0,3062838
2015-11-10,1127.5,1103.85,1100.1,1127.5,2340026
2015-11-11,1118.0,1107.6,1103.0,1118.0,353652
2015-11-13,1099.95,1100.8,1090.0,1106.0,1760434
2015-11-16,1083.65,1080.2,1067.2,1094.0,3404167
2015-11-17,1080.0,1061.5,1052.0,1082.9,3592053
2015-11-18,1041.0,1020.0,1011.25,1045.15,5062626
2015-11-19,1030.25,1047.8,1023.8,1052.0,4269811
2015-11-20,1048.0,1052.4,1042.05,1063.2,3041489
2015-11-23,1050.0,1053.7,1038.0,1062.4,2808175
2015-11-24,1050.0,1041.15,1037.0,1050.8,2162901
2015-11-26,1040.95,1052.4,1040.05,1059.5,4926984
2015-11-27,1058.0,1066.35,1045.0,1070.0,2571239
2015-11-30,1070.0,1087.9,1056.2,1098.3,9052767
2015-12-01,1088.0,1079.0,1072.95,1095.0,2949275
2015-12-02,1079.95,1060.7,1059.0,1079.95,3198808
2015-12-03,1061.0,1057.75,1049.05,1064.8,2752363
2015-12-04,1049.0,1049.05,1040.1,1064.9,4187765
2015-12-07,1055.3,1046.25,1040.0,1059.0,2256935
2015-12-08,1045.05,1044.4,1039.3,1062.75,2862186
2015-12-09,1043.0,1028.2,1022.55,1046.95,3409127
2015-12-10,1036.6,1047.35,1030.3,1051.6,2793873
2015-12-11,1054.0,1052.8,1045.9,1061.9,2695099
2015-12-14,1049.5,1069.5,1048.05,1073.15,2408336
2015-12-15,1073.25,1077.55,1058.8,1079.1,2715904
2015-12-16,1083.4,1095.85,1083.4,1098.0,2747926
2015-12-17,1100.0,1107.1,1088.0,1109.8,2479391
2015-12-18,1103.4,1083.15,1079.45,1103.4,3609910
2015-12-21,1077.0,1103.45,1065.95,1107.4,2165506
2015-12-22,1097.45,1083.75,1080.1,1097.45,2054627
2015-12-23,1095.05,1100.85,1087.05,1102.5,1435464
2015-12-24,1102.05,1096.35,1090.1,1104.45,615027
2015-12-28,1090.0,1104.75,1090.0,1110.0,2763476
2015-12-29,1101.25,1104.7,1097.3,1110.0,1672531
2015-12-30,1101.1,1086.3,1083.0,1106.6,2576985
2015-12-31,1090.15,1105.4,1087.0,1109.95,3971969
2016-01-01,1100.0,1105.25,1093.2,1108.95,903275
2016-01-04,1099.95,1078.9,1076.05,1102.45,1987681
2016-01-05,1085.5,1074.05,1062.25,1085.5,2474893
2016-01-06,1074.65,1069.35,1058.9,1074.65,2794164
2016-01-07,1060.05,1050.8,1047.9,1067.9,2647044
2016-01-08,1061.5,1063.3,1055.5,1067.4,1578358
2016-01-11,1056.3,1055.7,1052.1,1069.95,2680311
2016-01-12,1062.0,1049.95,1030.85,1062.95,3282606
2016-01-13,1057.0,1083.4,1048.1,1091.0,4375647
2016-01-14,1066.0,1133.0,1054.35,1155.0,15113503
2016-01-15,1148.0,1139.9,1137.55,1164.0,6518307
2016-01-18,1139.9,1131.9,1128.35,1162.1,5033306
2016-01-19,1135.0,1139.65,1128.55,1158.95,3750218
2016-01-20,1134.0,1121.25,1117.0,1160.0,3753999
2016-01-21,1135.0,1137.05,1122.0,1142.5,3371500
2016-01-22,1148.1,1136.25,1131.0,1152.5,3218009
2016-01-25,1140.25,1137.65,1124.55,1146.85,2289631
2016-01-27,1146.45,1138.5,1135.0,1149.6,3485981
2016-01-28,1136.0,1129.6,1126.2,1142.6,3894299
2016-01-29,1138.0,1164.9,1131.6,1170.0,5116054
2016-02-01,1170.0,1173.35,1161.6,1179.9,2125563
2016-02-02,1176.85,1175.55,1164.0,1190.0,3816351
2016-02-03,1167.8,1157.7,1152.75,1175.9,2622983
2016-02-04,1160.05,1179.75,1160.05,1194.95,2774673
2016-02-05,1175.5,1174.7,1171.85,1186.65,1992112
2016-02-08,1163.75,1150.8,1143.8,1172.2,2110522
2016-02-09,1128.3,1107.65,1093.5,1128.3,3789786
2016-02-10,1108.0,1108.55,1105.0,1127.5,2933027
2016-02-11,1111.0,1078.65,1071.15,1113.0,2607189
2016-02-12,1094.7,1084.65,1067.0,1104.4,3704048
2016-02-15,1096.25,1091.75,1086.6,1100.2,2546739
2016-02-16,1087.0,1079.15,1073.7,1092.75,2562724
2016-02-17,1081.75,1097.85,1077.0,1103.0,2082299
2016-02-18,1100.0,1123.4,1100.0,1127.0,2094536
2016-02-19,1119.2,1127.25,1113.85,1134.2,1987009
2016-02-22,1131.0,1126.65,1114.05,1133.95,1928505
2016-02-23,1130.25,1123.9,1116.05,1132.5,1250980
2016-02-24,1119.5,1125.35,1118.35,1143.75,2475357
2016-02-25,1125.4,1110.3,1101.1,1130.6,2242264
2016-02-26,1120.15,1121.15,1116.0,1132.0,2117818
2016-02-29,1129.5,1084.05,1068.3,1130.4,4083038
2016-03-01,1094.8,1125.45,1094.8,1130.3,3193077
2016-03-02,1137.05,1156.0,1125.0,1163.5,3607449
2016-03-03,1168.0,1169.3,1154.0,1192.85,2907152
2016-03-04,1175.6,1170.65,1159.1,1185.0,2140840
2016-03-08,1163.0,1163.45,1147.4,1190.5,3808873
2016-03-09,1145.0,1178.5,1142.95,1183.75,3152891
2016-03-10,1162.9,1142.5,1139.35,1162.9,12190508
2016-03-11,1146.2,1143.0,1138.2,1155.95,2029274
2016-03-14,1146.0,1141.2,1138.5,1154.25,2087131
2016-03-15,1144.0,1134.4,1128.95,1154.5,3360129
2016-03-16,1141.9,1152.45,1131.55,1155.0,2794425
2016-03-17,1156.9,1161.75,1154.05,1169.75,3237311
2016-03-18,1162.8,1193.4,1162.0,1199.0,4238711
2016-03-21,1188.0,1194.9,1180.05,1199.0,2569196
2016-03-22,1191.25,1189.95,1172.0,1194.0,3548975
2016-03-23,1190.0,1207.8,1182.1,1210.7,3166588
2016-03-28,1232.4,1204.9,1195.75,1237.0,5393755
2016-03-29,1199.0,1197.25,1191.55,1218.9,3497678
2016-03-30,1197.6,1205.95,1195.55,1210.0,2878409
2016-03-31,1210.25,1218.3,1200.3,1229.9,8998160
2016-04-01,1216.0,1205.45,1195.1,1222.2,2755714
2016-04-04,1213.55,1243.7,1213.55,1248.0,2288527
2016-04-05,1242.0,1219.8,1214.0,1242.3,2395358
2016-04-06,1228.0,1200.7,1196.0,1228.0,2465677
2016-04-07,1208.4,1181.5,1175.0,1208.4,2828945
2016-04-08,1175.85,1165.75,1162.05,1177.5,2097789
2016-04-11,1165.8,1183.9,1151.1,1186.75,2884339
2016-04-12,1180.5,1182.2,1178.6,1194.9,2921069
2016-04-13,1194.95,1172.7,1166.35,1194.95,6255693
2016-04-18,1250.0,1238.7,1233.5,1267.9,12507995
2016-04-20,1244.0,1243.6,1225.8,1246.45,4036424
2016-04-21,1251.0,1226.3,1218.1,1251.0,2720550
2016-04-22,1226.3,1211.25,1207.0,1228.5,2571969
2016-04-25,1212.05,1215.85,1201.1,1224.8,2682067
2016-04-26,1215.45,1232.15,1208.6,1239.55,2923372
2016-04-27,1229.2,1240.15,1228.55,1242.35,2243104
2016-04-28,1231.0,1209.15,1207.0,1239.6,6082584
2016-04-29,1211.45,1208.1,1205.0,1223.55,2518205
2016-05-02,1210.0,1201.05,1196.15,1211.15,1807625
2016-05-03,1202.75,1177.8,1171.8,1212.2,3412405
2016-05-04,1181.0,1188.85,1170.65,1193.0,2906421
2016-05-05,1195.15,1192.45,1181.1,1199.0,3151334
2016-05-06,1189.8,1181.5,1177.05,1189.8,1298360
2016-05-09,1182.0,1199.05,1180.6,1201.55,2561839
2016-05-10,1202.5,1212.8,1196.6,1216.65,1697852
2016-05-11,1198.5,1201.85,1192.5,1214.7,1854944
2016-05-12,1203.9,1210.0,1196.8,1213.0,1703466
2016-05-13,1206.0,1207.25,1192.15,1210.0,2826032
2016-05-16,1210.2,1215.0,1205.0,1223.65,2266939
2016-05-17,1220.0,1214.25,1208.15,1225.75,1898147
2016-05-18,1199.0,1209.85,1197.9,1214.0,2128298
2016-05-19,1210.95,1205.75,1201.0,1216.15,1977200
2016-05-20,1205.0,1201.6,1200.0,1219.5,1997274
2016-05-23,1203.4,1188.0,1185.0,1205.15,2292973
2016-05-24,1191.05,1187.75,1177.6,1191.75,1742530
2016-05-25,1194.1,1208.65,1194.1,1213.1,1928698
2016-05-26,1210.1,1234.15,1210.1,1239.8,3068218
2016-05-27,1231.6,1247.5,1231.6,1259.5,3090382
2016-05-30,1241.5,1267.6,1241.5,1272.0,2642850
2016-05-31,1265.0,1248.65,1239.0,1266.75,6891019
2016-06-01,1246.05,1258.2,1246.0,1268.5,2420267
2016-06-02,1255.0,1261.55,1254.0,1274.9,2526776
2016-06-03,1260.05,1266.9,1260.05,1279.3,1999190
2016-06-06,1264.9,1266.75,1261.1,1277.0,2112884
2016-06-07,1267.0,1257.4,1255.1,1272.5,2846210
2016-06-08,1263.95,1238.1,1235.35,1263.95,4370685
2016-06-09,1226.25,1185.5,1180.05,1226.25,6370402
2016-06-10,1175.4,1180.6,1170.1,1190.0,3191978
2016-06-13,1176.8,1180.9,1166.0,1184.9,2643361
2016-06-14,1182.4,1175.0,1167.25,1182.4,1470364
2016-06-15,1183.7,1189.95,1179.05,1192.65,3355786
2016-06-16,1189.5,1186.0,1170.1,1189.5,2651282
2016-06-17,1189.0,1179.5,1175.1,1192.75,4257541
2016-06-20,1181.0,1208.75,1179.7,1211.8,3114783
2016-06-21,1211.2,1206.1,1195.65,1214.8,2380862
2016-06-22,1204.0,1199.5,1188.15,1211.95,1515629
2016-06-23,1197.3,1211.6,1193.35,1214.85,1914313
2016-06-24,1188.0,1194.55,1160.0,1199.0,3904174
2016-06-27,1172.05,1166.2,1160.0,1183.2,2791889
2016-06-28,1162.8,1159.15,1155.1,1172.5,3827987
2016-06-29,1169.0,1176.85,1160.2,1179.9,2729575
2016-06-30,1180.5,1170.8,1167.95,1184.5,4673112
2016-07-01,1180.0,1172.4,1170.1,1180.0,1995956
2016-07-04,1176.2,1183.95,1176.2,1194.6,2690661
2016-07-05,1185.0,1175.45,1171.05,1187.5,1798208
2016-07-07,1168.7,1157.25,1155.0,1171.0,2977438
2016-07-08,1163.0,1158.2,1153.5,1167.0,2775824
2016-07-11,1167.4,1175.05,1160.0,1178.7,3334441
2016-07-12,1180.0,1176.55,1168.0,1180.35,3098684
2016-07-13,1180.0,1193.8,1175.2,1195.8,2637710
2016-07-14,1195.0,1176.25,1164.0,1196.05,3706664
2016-07-15,1189.5,1072.55,1052.0,1189.9,30742063
2016-07-18,1077.25,1081.95,1055.15,1084.9,7166412
